property_id,month,noi_monthly,occupancy,revenue,opex,debt_service_monthly
PROP-012,2022-03,262148.0,0.974,412113.0,156603.0,223587.0
PROP-012,2022-04,259287.0,0.96,406024.0,154289.0,223587.0
PROP-012,2022-05,263545.0,0.979,414309.0,157437.0,223587.0
PROP-012,2022-05,260770.0,0.979,414380.0,157465.0,223587.0
PROP-012,2022-06,263329.0,0.99,424724.0,161395.0,223587.0
PROP-012,2022-07,248836.0,0.963,407460.0,154835.0,223587.0
PROP-012,2022-08,256267.0,0.99,424359.0,161256.0,223587.0
PROP-012,2022-09,250450.0,0.984,416445.0,158249.0,223587.0
PROP-012,2022-10,245752.0,0.962,406947.0,154640.0,223587.0
PROP-012,2022-11,252928.0,0.979,414161.0,157381.0,223587.0
PROP-012,2022-12,258619.0,0.986,417128.0,158508.0,223587.0
PROP-012,2023-01,263415.0,0.989,418585.0,159062.0,223587.0
PROP-012,2023-02,255313.0,0.949,401367.0,152519.0,223587.0
PROP-012,2023-03,265123.0,0.981,415163.0,157762.0,223587.0
PROP-012,2023-04,262361.0,0.975,412448.0,156730.0,223587.0
PROP-012,2023-05,265900.0,0.99,422532.0,160562.0,223587.0
PROP-012,2023-06,252487.0,0.962,407237.0,154750.0,223587.0
PROP-012,2023-07,256449.0,0.99,419926.0,159572.0,223587.0
PROP-012,2023-08,250723.0,0.981,415179.0,157768.0,223587.0
PROP-012,2023-09,245896.0,0.966,408873.0,155372.0,223587.0
PROP-012,2023-10,251165.0,0.983,415910.0,158046.0,223587.0
PROP-012,2023-11,253759.0,0.982,415521.0,157898.0,223587.0
PROP-012,2023-12,258496.0,0.985,416929.0,158433.0,223587.0
PROP-012,2024-01,263046.0,0.988,417997.0,158839.0,223587.0
PROP-012,2024-02,264919.0,0.984,416469.0,158258.0,223587.0
PROP-012,2024-03,268789.0,0.99,420903.0,159943.0,223587.0
PROP-012,2024-04,264432.0,0.983,415703.0,157967.0,223587.0
PROP-012,2024-05,265888.0,0.99,422514.0,160555.0,223587.0
PROP-012,2024-06,258014.0,0.984,416151.0,158137.0,223587.0
PROP-012,2024-07,249043.0,0.964,407800.0,154964.0,223587.0
PROP-012,2024-08,248238.0,0.972,411064.0,156204.0,223587.0
PROP-012,2024-09,249279.0,0.98,414498.0,157509.0,223587.0
PROP-012,2024-10,252596.0,0.989,418280.0,158946.0,223587.0
PROP-012,2024-11,245736.0,0.951,402384.0,152906.0,223587.0
PROP-013,2022-01,284004.0,0.906,458071.0,174067.0,188476.0
PROP-013,2022-01,296185.0,0.931,470658.0,178850.0,188476.0
PROP-013,2022-03,289268.0,0.899,454746.0,172804.0,188476.0
PROP-013,2022-04,289628.0,0.897,453536.0,172344.0,188476.0
PROP-013,2022-05,295707.0,0.919,464868.0,176650.0,188476.0
PROP-013,2022-05,300108.0,0.943,476892.0,181219.0,188476.0
PROP-013,2022-06,288071.0,0.919,464630.0,176560.0,188476.0
PROP-013,2022-07,290252.0,0.94,475278.0,180606.0,188476.0
PROP-013,2022-08,285621.0,0.935,472968.0,179728.0,188476.0
PROP-013,2022-09,274845.0,0.904,457009.0,173664.0,188476.0
PROP-013,2022-10,285524.0,0.935,472807.0,179667.0,188476.0
PROP-013,2022-11,282917.0,0.916,463267.0,176041.0,188476.0
PROP-013,2022-12,292826.0,0.934,472300.0,179474.0,188476.0
PROP-013,2023-01,296169.0,0.931,470633.0,178840.0,188476.0
PROP-013,2023-02,292154.0,0.908,459284.0,174528.0,188476.0
PROP-013,2023-03,289326.0,0.896,453063.0,172164.0,188476.0
PROP-013,2023-04,303203.0,0.942,476653.0,181128.0,188476.0
PROP-013,2023-05,285561.0,0.897,453776.0,172435.0,188476.0
PROP-013,2023-06,295587.0,0.943,476753.0,181166.0,188476.0
PROP-013,2023-07,289346.0,0.937,473793.0,180041.0,188476.0
PROP-013,2023-08,283836.0,0.929,470011.0,178604.0,188476.0
PROP-013,2023-09,286944.0,0.943,477127.0,181308.0,188476.0
PROP-013,2023-10,287920.0,0.943,476774.0,181174.0,188476.0
PROP-013,2023-11,288402.0,0.934,472247.0,179454.0,188476.0
PROP-013,2023-12,285223.0,0.91,460037.0,174814.0,188476.0
PROP-013,2024-01,296942.0,0.933,471861.0,179307.0,188476.0
PROP-013,2024-02,286405.0,0.89,450246.0,171094.0,188476.0
PROP-013,2024-03,296815.0,0.919,464790.0,176620.0,188476.0
PROP-013,2024-04,294209.0,0.915,462514.0,175755.0,188476.0
PROP-013,2024-05,294878.0,0.927,468581.0,178061.0,188476.0
PROP-013,2024-06,290512.0,0.926,468568.0,178056.0,188476.0
PROP-013,2024-07,284662.0,0.922,466125.0,177127.0,188476.0
PROP-013,2024-08,285486.0,0.935,472744.0,179643.0,188476.0
PROP-013,2024-09,286281.0,0.941,476024.0,180889.0,188476.0
PROP-013,2024-10,273487.0,0.895,452874.0,172092.0,188476.0
PROP-013,2024-11,278702.0,0.902,456365.0,173419.0,188476.0
PROP-014,2022-01,270214.0,0.951,435829.0,165615.0,199739.0
PROP-014,2022-01,288821.0,0.99,458956.0,174403.0,199739.0
PROP-014,2022-03,286418.0,0.983,450266.0,171101.0,199739.0
PROP-014,2022-04,293622.0,0.99,459791.0,174721.0,199739.0
PROP-014,2022-05,280596.0,0.963,441114.0,167623.0,199739.0
PROP-014,2022-05,274914.0,0.953,436857.0,166006.0,199739.0
PROP-014,2022-06,283545.0,0.99,457331.0,173786.0,199739.0
PROP-014,2022-07,280698.0,0.99,459633.0,174661.0,199739.0
PROP-014,2022-08,267699.0,0.967,443289.0,168450.0,199739.0
PROP-014,2022-09,268312.0,0.974,446145.0,169535.0,199739.0
PROP-014,2022-10,265059.0,0.958,438918.0,166789.0,199739.0
PROP-014,2022-11,281304.0,0.99,460626.0,175038.0,199739.0
PROP-014,2022-12,274876.0,0.968,443348.0,168472.0,199739.0
PROP-014,2023-01,282188.0,0.979,448415.0,170398.0,199739.0
PROP-014,2023-02,278470.0,0.955,437771.0,166353.0,199739.0
PROP-014,2023-03,293141.0,0.99,459037.0,174434.0,199739.0
PROP-014,2023-04,279129.0,0.958,438807.0,166747.0,199739.0
PROP-014,2023-05,281527.0,0.976,447366.0,169999.0,199739.0
PROP-014,2023-06,280986.0,0.989,453203.0,172217.0,199739.0
PROP-014,2023-07,277965.0,0.99,455158.0,172960.0,199739.0
PROP-014,2023-08,278163.0,0.99,460618.0,175035.0,199739.0
PROP-014,2023-09,268487.0,0.974,446437.0,169646.0,199739.0
PROP-014,2023-10,274852.0,0.99,455135.0,172951.0,199739.0
PROP-014,2023-11,268289.0,0.959,439314.0,166939.0,199739.0
PROP-014,2023-12,276720.0,0.974,446323.0,169603.0,199739.0
PROP-014,2024-01,275520.0,0.955,437821.0,166372.0,199739.0
PROP-014,2024-02,285184.0,0.978,448327.0,170364.0,199739.0
PROP-014,2024-03,284905.0,0.974,446140.0,169533.0,199739.0
PROP-014,2024-04,293098.0,0.99,460767.0,175091.0,199739.0
PROP-014,2024-05,274397.0,0.952,436036.0,165694.0,199739.0
PROP-014,2024-06,275980.0,0.971,445129.0,169149.0,199739.0
PROP-014,2024-07,273038.0,0.976,447090.0,169894.0,199739.0
PROP-014,2024-08,278238.0,0.99,460741.0,175082.0,199739.0
PROP-014,2024-09,275550.0,0.99,458181.0,174109.0,199739.0
PROP-014,2024-10,264402.0,0.955,437829.0,166375.0,199739.0
PROP-014,2024-11,277021.0,0.99,453611.0,172372.0,199739.0
PROP-015,2022-01,436260.0,0.895,703646.0,267385.0,336387.0
PROP-015,2022-01,454288.0,0.919,721894.0,274320.0,336387.0
PROP-015,2022-03,442618.0,0.885,695823.0,264413.0,336387.0
PROP-015,2022-04,445414.0,0.888,697485.0,265044.0,336387.0
PROP-015,2022-05,438096.0,0.876,688712.0,261711.0,336387.0
PROP-015,2022-05,431614.0,0.873,685864.0,260628.0,336387.0
PROP-015,2022-06,444185.0,0.912,716428.0,272243.0,336387.0
PROP-015,2022-07,427409.0,0.891,699867.0,265949.0,336387.0
PROP-015,2022-08,427934.0,0.902,708627.0,269278.0,336387.0
PROP-015,2022-09,425635.0,0.901,707740.0,268941.0,336387.0
PROP-015,2022-10,426266.0,0.898,705864.0,268228.0,336387.0
PROP-015,2022-11,416265.0,0.867,681620.0,259015.0,336387.0
PROP-015,2022-12,442587.0,0.908,713849.0,271263.0,336387.0
PROP-015,2023-01,434831.0,0.879,690976.0,262571.0,336387.0
PROP-015,2023-02,436384.0,0.873,686023.0,260689.0,336387.0
PROP-015,2023-03,449889.0,0.896,704493.0,267707.0,336387.0
PROP-015,2023-04,434849.0,0.87,683609.0,259772.0,336387.0
PROP-015,2023-05,448652.0,0.907,712938.0,270917.0,336387.0
PROP-015,2023-06,427455.0,0.877,689443.0,261988.0,336387.0
PROP-015,2023-07,421269.0,0.878,689813.0,262129.0,336387.0
PROP-015,2023-08,433196.0,0.913,717340.0,272589.0,336387.0
PROP-015,2023-09,417705.0,0.884,694555.0,263931.0,336387.0
PROP-015,2023-10,414833.0,0.874,686933.0,261035.0,336387.0
PROP-015,2023-11,438872.0,0.914,718638.0,273083.0,336387.0
PROP-015,2023-12,422121.0,0.866,680840.0,258719.0,336387.0
PROP-015,2024-01,451123.0,0.912,716865.0,272409.0,336387.0
PROP-015,2024-02,436887.0,0.874,686813.0,260989.0,336387.0
PROP-015,2024-03,438203.0,0.873,686194.0,260754.0,336387.0
PROP-015,2024-04,439725.0,0.88,691274.0,262684.0,336387.0
PROP-015,2024-05,433001.0,0.876,688068.0,261466.0,336387.0
PROP-015,2024-06,439304.0,0.902,708555.0,269251.0,336387.0
PROP-015,2024-07,416379.0,0.868,681806.0,259086.0,336387.0
PROP-015,2024-08,411459.0,0.867,681346.0,258911.0,336387.0
PROP-015,2024-09,429390.0,0.909,713984.0,271314.0,336387.0
PROP-015,2024-10,417132.0,0.879,690739.0,262481.0,336387.0
PROP-015,2024-11,424041.0,0.884,694353.0,263854.0,336387.0
PROP-016,2022-01,393333.0,0.93,634408.0,241075.0,312750.0
PROP-016,2022-01,396256.0,0.924,629678.0,239278.0,312750.0
PROP-016,2022-03,417566.0,0.963,656440.0,249447.0,312750.0
PROP-016,2022-04,413856.0,0.95,648068.0,246266.0,312750.0
PROP-016,2022-05,417664.0,0.963,656593.0,249505.0,312750.0
PROP-016,2022-05,406612.0,0.948,646133.0,245531.0,312750.0
PROP-016,2022-06,407866.0,0.965,657849.0,249983.0,312750.0
PROP-016,2022-07,395471.0,0.95,647569.0,246076.0,312750.0
PROP-016,2022-08,381586.0,0.927,631877.0,240113.0,312750.0
PROP-016,2022-09,389229.0,0.949,647204.0,245938.0,312750.0
PROP-016,2022-10,401194.0,0.974,664348.0,252452.0,312750.0
PROP-016,2022-11,384330.0,0.923,629327.0,239144.0,312750.0
PROP-016,2022-12,407992.0,0.965,658051.0,250059.0,312750.0
PROP-016,2023-01,416158.0,0.97,661303.0,251295.0,312750.0
PROP-016,2023-02,412127.0,0.95,647888.0,246197.0,312750.0
PROP-016,2023-03,412169.0,0.947,645426.0,245262.0,312750.0
PROP-016,2023-04,423057.0,0.975,665070.0,252727.0,312750.0
PROP-016,2023-05,396462.0,0.924,630005.0,239402.0,312750.0
PROP-016,2023-06,400668.0,0.948,646239.0,245571.0,312750.0
PROP-016,2023-07,392824.0,0.943,643236.0,244430.0,312750.0
PROP-016,2023-08,395115.0,0.96,654280.0,248626.0,312750.0
PROP-016,2023-09,388912.0,0.948,646677.0,245737.0,312750.0
PROP-016,2023-10,400357.0,0.972,662961.0,251925.0,312750.0
PROP-016,2023-11,385044.0,0.925,630497.0,239589.0,312750.0
PROP-016,2023-12,391084.0,0.925,630780.0,239696.0,312750.0
PROP-016,2024-01,409838.0,0.955,651260.0,247479.0,312750.0
PROP-016,2024-02,400871.0,0.924,630194.0,239474.0,312750.0
PROP-016,2024-03,407632.0,0.936,638321.0,242562.0,312750.0
PROP-016,2024-04,414884.0,0.957,652222.0,247844.0,312750.0
PROP-016,2024-05,408373.0,0.952,648933.0,246594.0,312750.0
PROP-016,2024-06,396966.0,0.939,640268.0,243302.0,312750.0
PROP-016,2024-07,406884.0,0.977,666258.0,253178.0,312750.0
PROP-016,2024-08,391468.0,0.951,648242.0,246332.0,312750.0
PROP-016,2024-09,388058.0,0.946,645258.0,245198.0,312750.0
PROP-016,2024-10,393223.0,0.955,651148.0,247436.0,312750.0
PROP-016,2024-11,385653.0,0.926,631494.0,239968.0,312750.0
PROP-017,2022-01,332097.0,0.95,535640.0,203543.0,268340.0
PROP-017,2022-01,340096.0,0.959,540436.0,205365.0,268340.0
PROP-017,2022-03,339698.0,0.948,534025.0,202930.0,268340.0
PROP-017,2022-04,343422.0,0.954,537774.0,204354.0,268340.0
PROP-017,2022-05,341110.0,0.951,536245.0,203773.0,268340.0
PROP-017,2022-05,327352.0,0.923,520184.0,197670.0,268340.0
PROP-017,2022-06,327171.0,0.936,527695.0,200524.0,268340.0
PROP-017,2022-07,317937.0,0.924,520612.0,197832.0,268340.0
PROP-017,2022-08,316511.0,0.93,524118.0,199165.0,268340.0
PROP-017,2022-09,317393.0,0.936,527756.0,200547.0,268340.0
PROP-017,2022-10,317989.0,0.934,526565.0,200095.0,268340.0
PROP-017,2022-11,315350.0,0.916,516375.0,196223.0,268340.0
PROP-017,2022-12,326683.0,0.935,526907.0,200225.0,268340.0
PROP-017,2023-01,336346.0,0.948,534476.0,203101.0,268340.0
PROP-017,2023-02,334110.0,0.932,525241.0,199592.0,268340.0
PROP-017,2023-03,330924.0,0.919,518203.0,196917.0,268340.0
PROP-017,2023-04,345193.0,0.963,542664.0,206212.0,268340.0
PROP-017,2023-05,324396.0,0.915,515488.0,195885.0,268340.0
PROP-017,2023-06,334656.0,0.958,539768.0,205112.0,268340.0
PROP-017,2023-07,315314.0,0.916,516316.0,196200.0,268340.0
PROP-017,2023-08,311863.0,0.916,516422.0,196240.0,268340.0
PROP-017,2023-09,322841.0,0.952,536816.0,203990.0,268340.0
PROP-017,2023-10,325578.0,0.957,539133.0,204870.0,268340.0
PROP-017,2023-11,324296.0,0.942,531023.0,201789.0,268340.0
PROP-017,2023-12,329827.0,0.944,531979.0,202152.0,268340.0
PROP-017,2024-01,334277.0,0.942,531189.0,201852.0,268340.0
PROP-017,2024-02,333208.0,0.929,523824.0,199053.0,268340.0
PROP-017,2024-03,330308.0,0.918,517237.0,196550.0,268340.0
PROP-017,2024-04,333692.0,0.931,524584.0,199342.0,268340.0
PROP-017,2024-05,336350.0,0.948,534483.0,203104.0,268340.0
PROP-017,2024-06,333052.0,0.953,537180.0,204129.0,268340.0
PROP-017,2024-07,330341.0,0.96,540921.0,205550.0,268340.0
PROP-017,2024-08,323839.0,0.951,536252.0,203776.0,268340.0
PROP-017,2024-09,327226.0,0.965,544106.0,206760.0,268340.0
PROP-017,2024-10,321525.0,0.945,532421.0,202320.0,268340.0
PROP-017,2024-11,320326.0,0.931,524522.0,199318.0,268340.0
PROP-018,2022-01,104326.0,0.908,168268.0,63942.0,67568.0
PROP-018,2022-01,103582.0,0.888,164598.0,62547.0,67568.0
PROP-018,2022-03,107540.0,0.913,169060.0,64243.0,67568.0
PROP-018,2022-04,105186.0,0.889,164714.0,62591.0,67568.0
PROP-018,2022-05,104034.0,0.883,163548.0,62148.0,67568.0
PROP-018,2022-05,107582.0,0.923,170955.0,64963.0,67568.0
PROP-018,2022-06,103015.0,0.897,166154.0,63138.0,67568.0
PROP-018,2022-07,103894.0,0.918,170124.0,64647.0,67568.0
PROP-018,2022-08,101592.0,0.908,168229.0,63927.0,67568.0
PROP-018,2022-09,102582.0,0.921,170572.0,64817.0,67568.0
PROP-018,2022-10,103237.0,0.923,170953.0,64962.0,67568.0
PROP-018,2022-11,105195.0,0.93,172253.0,65456.0,67568.0
PROP-018,2022-12,105824.0,0.921,170685.0,64860.0,67568.0
PROP-018,2023-01,106116.0,0.91,168626.0,64078.0,67568.0
PROP-018,2023-02,107451.0,0.912,168919.0,64189.0,67568.0
PROP-018,2023-03,103916.0,0.878,162724.0,61835.0,67568.0
PROP-018,2023-04,109281.0,0.927,171797.0,65283.0,67568.0
PROP-018,2023-05,107482.0,0.922,170795.0,64902.0,67568.0
PROP-018,2023-06,102392.0,0.891,165148.0,62756.0,67568.0
PROP-018,2023-07,100322.0,0.887,164273.0,62424.0,67568.0
PROP-018,2023-08,102373.0,0.915,169522.0,64418.0,67568.0
PROP-018,2023-09,99571.0,0.894,165565.0,62915.0,67568.0
PROP-018,2023-10,100171.0,0.895,165875.0,63033.0,67568.0
PROP-018,2023-11,99252.0,0.877,162521.0,61758.0,67568.0
PROP-018,2023-12,106145.0,0.924,171201.0,65057.0,67568.0
PROP-018,2024-01,105818.0,0.908,168151.0,63897.0,67568.0
PROP-018,2024-02,105904.0,0.899,166488.0,63265.0,67568.0
PROP-018,2024-03,104658.0,0.885,163886.0,62277.0,67568.0
PROP-018,2024-04,107390.0,0.911,168823.0,64153.0,67568.0
PROP-018,2024-05,102430.0,0.879,162768.0,61852.0,67568.0
PROP-018,2024-06,105374.0,0.917,169958.0,64584.0,67568.0
PROP-018,2024-07,100535.0,0.889,164622.0,62556.0,67568.0
PROP-018,2024-08,100656.0,0.9,166679.0,63338.0,67568.0
PROP-018,2024-09,99764.0,0.895,165886.0,63037.0,67568.0
PROP-018,2024-10,100354.0,0.897,166179.0,63148.0,67568.0
PROP-018,2024-11,103643.0,0.916,169712.0,64490.0,67568.0
PROP-019,2022-01,430562.0,0.938,694455.0,263893.0,259405.0
PROP-019,2022-01,431623.0,0.927,685878.0,260634.0,259405.0
PROP-019,2022-03,423710.0,0.9,666097.0,253117.0,259405.0
PROP-019,2022-04,424523.0,0.898,664771.0,252613.0,259405.0
PROP-019,2022-05,425599.0,0.904,669067.0,254245.0,259405.0
PROP-019,2022-05,432919.0,0.93,687938.0,261416.0,259405.0
PROP-019,2022-06,427948.0,0.933,690238.0,262291.0,259405.0
PROP-019,2022-07,411470.0,0.91,673767.0,256032.0,259405.0
PROP-019,2022-08,416532.0,0.932,689745.0,262103.0,259405.0
PROP-019,2022-09,410468.0,0.922,682520.0,259358.0,259405.0
PROP-019,2022-10,411089.0,0.92,680733.0,258678.0,259405.0
PROP-019,2022-11,411496.0,0.91,673811.0,256048.0,259405.0
PROP-019,2022-12,430006.0,0.937,693557.0,263552.0,259405.0
PROP-019,2023-01,419919.0,0.902,667280.0,253566.0,259405.0
PROP-019,2023-02,432703.0,0.919,680235.0,258489.0,259405.0
PROP-019,2023-03,430560.0,0.911,674224.0,256205.0,259405.0
PROP-019,2023-04,439184.0,0.933,690424.0,262361.0,259405.0
PROP-019,2023-05,429535.0,0.922,682560.0,259373.0,259405.0
PROP-019,2023-06,427774.0,0.932,689958.0,262184.0,259405.0
PROP-019,2023-07,405796.0,0.898,664476.0,252501.0,259405.0
PROP-019,2023-08,409931.0,0.917,678815.0,257950.0,259405.0
PROP-019,2023-09,413269.0,0.929,687179.0,261128.0,259405.0
PROP-019,2023-10,400338.0,0.896,662930.0,251913.0,259405.0
PROP-019,2023-11,412204.0,0.912,674969.0,256488.0,259405.0
PROP-019,2023-12,416189.0,0.907,671273.0,255084.0,259405.0
PROP-019,2024-01,420523.0,0.903,668240.0,253931.0,259405.0
PROP-019,2024-02,428156.0,0.909,673088.0,255773.0,259405.0
PROP-019,2024-03,431734.0,0.913,676063.0,256904.0,259405.0
PROP-019,2024-04,421696.0,0.896,662932.0,251914.0,259405.0
PROP-019,2024-05,436251.0,0.937,693232.0,263428.0,259405.0
PROP-019,2024-06,415286.0,0.905,669816.0,254530.0,259405.0
PROP-019,2024-07,414176.0,0.916,678198.0,257715.0,259405.0
PROP-019,2024-08,417565.0,0.934,691456.0,262753.0,259405.0
PROP-019,2024-09,410828.0,0.923,683119.0,259585.0,259405.0
PROP-019,2024-10,420774.0,0.941,696771.0,264773.0,259405.0
PROP-019,2024-11,424838.0,0.94,695658.0,264350.0,259405.0
PROP-020,2022-01,350587.0,0.876,565463.0,214876.0,246974.0
PROP-020,2022-01,373151.0,0.919,592961.0,225325.0,246974.0
PROP-020,2022-03,359036.0,0.874,564426.0,214482.0,246974.0
PROP-020,2022-04,359919.0,0.873,563606.0,214170.0,246974.0
PROP-020,2022-05,378503.0,0.922,595030.0,226111.0,246974.0
PROP-020,2022-05,373158.0,0.919,592973.0,225330.0,246974.0
PROP-020,2022-06,361461.0,0.903,583002.0,221541.0,246974.0
PROP-020,2022-07,355989.0,0.903,582920.0,221510.0,246974.0
PROP-020,2022-08,354883.0,0.91,587659.0,223310.0,246974.0
PROP-020,2022-09,347307.0,0.895,577498.0,219449.0,246974.0
PROP-020,2022-10,342385.0,0.878,566964.0,215446.0,246974.0
PROP-020,2022-11,344239.0,0.873,563679.0,214198.0,246974.0
PROP-020,2022-12,356042.0,0.89,574262.0,218220.0,246974.0
PROP-020,2023-01,371826.0,0.915,590857.0,224525.0,246974.0
PROP-020,2023-02,371791.0,0.905,584477.0,222101.0,246974.0
PROP-020,2023-03,378004.0,0.917,591926.0,224932.0,246974.0
PROP-020,2023-04,378472.0,0.922,594981.0,226093.0,246974.0
PROP-020,2023-05,356198.0,0.877,566022.0,215088.0,246974.0
PROP-020,2023-06,367263.0,0.918,592360.0,225097.0,246974.0
PROP-020,2023-07,348970.0,0.885,571426.0,217142.0,246974.0
PROP-020,2023-08,352346.0,0.904,583459.0,221714.0,246974.0
PROP-020,2023-09,349533.0,0.9,581198.0,220855.0,246974.0
PROP-020,2023-10,348285.0,0.893,576734.0,219159.0,246974.0
PROP-020,2023-11,350394.0,0.889,573757.0,218028.0,246974.0
PROP-020,2023-12,356361.0,0.89,574776.0,218415.0,246974.0
PROP-020,2024-01,361565.0,0.89,574551.0,218329.0,246974.0
PROP-020,2024-02,361823.0,0.881,568808.0,216147.0,246974.0
PROP-020,2024-03,370854.0,0.9,580729.0,220677.0,246974.0
PROP-020,2024-04,360625.0,0.878,566924.0,215431.0,246974.0
PROP-020,2024-05,365441.0,0.9,580711.0,220670.0,246974.0
PROP-020,2024-06,368589.0,0.921,594499.0,225910.0,246974.0
PROP-020,2024-07,351225.0,0.891,575119.0,218545.0,246974.0
PROP-020,2024-08,355259.0,0.911,588282.0,223547.0,246974.0
PROP-020,2024-09,355710.0,0.916,591470.0,224759.0,246974.0
PROP-020,2024-10,357102.0,0.916,591334.0,224707.0,246974.0
PROP-020,2024-11,348820.0,0.885,571180.0,217049.0,246974.0
PROP-021,2022-01,245579.0,0.946,396095.0,150516.0,179780.0
PROP-021,2022-01,250039.0,0.948,397329.0,150985.0,179780.0
PROP-021,2022-03,259001.0,0.972,407165.0,154723.0,179780.0
PROP-021,2022-04,262463.0,0.981,410997.0,156179.0,179780.0
PROP-021,2022-05,259822.0,0.975,408455.0,155213.0,179780.0
PROP-021,2022-05,249731.0,0.947,396840.0,150799.0,179780.0
PROP-021,2022-06,255009.0,0.982,411304.0,156296.0,179780.0
PROP-021,2022-07,247050.0,0.966,404536.0,153724.0,179780.0
PROP-021,2022-08,248113.0,0.981,410857.0,156126.0,179780.0
PROP-021,2022-09,247169.0,0.981,410989.0,156176.0,179780.0
PROP-021,2022-10,243633.0,0.963,403439.0,153307.0,179780.0
PROP-021,2022-11,253427.0,0.99,414978.0,157692.0,179780.0
PROP-021,2022-12,251872.0,0.97,406245.0,154373.0,179780.0
PROP-021,2023-01,256732.0,0.974,407964.0,155026.0,179780.0
PROP-021,2023-02,259343.0,0.973,407703.0,154927.0,179780.0
PROP-021,2023-03,264076.0,0.987,413523.0,157139.0,179780.0
PROP-021,2023-04,259385.0,0.973,407768.0,154952.0,179780.0
PROP-021,2023-05,249331.0,0.946,396204.0,150558.0,179780.0
PROP-021,2023-06,244402.0,0.941,394197.0,149795.0,179780.0
PROP-021,2023-07,246281.0,0.963,403276.0,153245.0,179780.0
PROP-021,2023-08,241491.0,0.955,399891.0,151959.0,179780.0
PROP-021,2023-09,240084.0,0.953,399208.0,151699.0,179780.0
PROP-021,2023-10,237875.0,0.94,393903.0,149683.0,179780.0
PROP-021,2023-11,247246.0,0.966,404857.0,153846.0,179780.0
PROP-021,2023-12,248047.0,0.955,400076.0,152029.0,179780.0
PROP-021,2024-01,253930.0,0.963,403512.0,153334.0,179780.0
PROP-021,2024-02,250576.0,0.94,393920.0,149690.0,179780.0
PROP-021,2024-03,263571.0,0.985,412733.0,156839.0,179780.0
PROP-021,2024-04,250882.0,0.941,394402.0,149873.0,179780.0
PROP-021,2024-05,260230.0,0.987,413523.0,157139.0,179780.0
PROP-021,2024-06,256250.0,0.987,413306.0,157056.0,179780.0
PROP-021,2024-07,248843.0,0.973,407472.0,154839.0,179780.0
PROP-021,2024-08,244486.0,0.966,404851.0,153843.0,179780.0
PROP-021,2024-09,242830.0,0.964,403774.0,153434.0,179780.0
PROP-021,2024-10,245179.0,0.969,405998.0,154279.0,179780.0
PROP-021,2024-11,251465.0,0.983,411765.0,156471.0,179780.0
PROP-022,2022-01,197588.0,0.942,318690.0,121102.0,155847.0
PROP-022,2022-01,195308.0,0.917,310357.0,117936.0,155847.0
PROP-022,2022-03,201699.0,0.937,317083.0,120492.0,155847.0
PROP-022,2022-04,200605.0,0.928,314132.0,119370.0,155847.0
PROP-022,2022-05,195898.0,0.91,307963.0,117026.0,155847.0
PROP-022,2022-05,195612.0,0.919,310841.0,118120.0,155847.0
PROP-022,2022-06,188961.0,0.901,304775.0,115815.0,155847.0
PROP-022,2022-07,185111.0,0.896,303113.0,115183.0,155847.0
PROP-022,2022-08,183517.0,0.898,303891.0,115478.0,155847.0
PROP-022,2022-09,191697.0,0.942,318751.0,121125.0,155847.0
PROP-022,2022-10,186223.0,0.911,308372.0,117181.0,155847.0
PROP-022,2022-11,192553.0,0.932,315299.0,119814.0,155847.0
PROP-022,2022-12,193056.0,0.92,311381.0,118325.0,155847.0
PROP-022,2023-01,192050.0,0.902,305180.0,115969.0,155847.0
PROP-022,2023-02,195021.0,0.906,306585.0,116502.0,155847.0
PROP-022,2023-03,198051.0,0.917,310134.0,117851.0,155847.0
PROP-022,2023-04,197298.0,0.917,310165.0,117863.0,155847.0
PROP-022,2023-05,196166.0,0.921,311721.0,118454.0,155847.0
PROP-022,2023-06,189052.0,0.901,304922.0,115871.0,155847.0
PROP-022,2023-07,188658.0,0.913,308921.0,117390.0,155847.0
PROP-022,2023-08,185540.0,0.908,307241.0,116752.0,155847.0
PROP-022,2023-09,186189.0,0.915,309592.0,117645.0,155847.0
PROP-022,2023-10,186166.0,0.911,308277.0,117145.0,155847.0
PROP-022,2023-11,191225.0,0.925,313125.0,118987.0,155847.0
PROP-022,2023-12,196353.0,0.936,316698.0,120345.0,155847.0
PROP-022,2024-01,197630.0,0.928,314048.0,119338.0,155847.0
PROP-022,2024-02,192861.0,0.896,303188.0,115212.0,155847.0
PROP-022,2024-03,193957.0,0.898,303723.0,115415.0,155847.0
PROP-022,2024-04,200137.0,0.93,314628.0,119559.0,155847.0
PROP-022,2024-05,193362.0,0.908,307265.0,116761.0,155847.0
PROP-022,2024-06,195595.0,0.932,315475.0,119881.0,155847.0
PROP-022,2024-07,191894.0,0.929,314221.0,119404.0,155847.0
PROP-022,2024-08,192573.0,0.942,318886.0,121177.0,155847.0
PROP-022,2024-09,191407.0,0.941,318268.0,120942.0,155847.0
PROP-022,2024-10,186110.0,0.911,308184.0,117110.0,155847.0
PROP-022,2024-11,191052.0,0.925,312842.0,118880.0,155847.0
PROP-023,2022-01,239658.0,0.916,386545.0,146887.0,237834.0
PROP-023,2022-01,246361.0,0.928,391485.0,148764.0,237834.0
PROP-023,2022-03,258342.0,0.962,406130.0,154329.0,237834.0
PROP-023,2022-04,255280.0,0.947,399749.0,151905.0,237834.0
PROP-023,2022-05,249662.0,0.93,392483.0,149144.0,237834.0
