property_id,property_name,market,asset_type,status,month,month_date,year,quarter,noi_monthly,occupancy,revenue,opex,debt_service_monthly,market,asset_type,status,property_name
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-04,2023-04-01,2023,Q2,147306.0,0.944,228453.0,85692.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-05,2023-05-01,2023,Q2,155409.0,0.978,234418.0,89808.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-06,2023-06-01,2023,Q2,158077.0,0.986,236076.0,90663.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-07,2023-07-01,2023,Q3,154828.0,0.966,233542.0,88320.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-08,2023-08-01,2023,Q3,153321.0,0.965,237780.0,91136.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-09,2023-09-01,2023,Q3,145804.0,0.931,235168.0,88740.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-10,2023-10-01,2023,Q4,139484.0,0.906,234348.0,87723.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-11,2023-11-01,2023,Q4,138834.0,0.912,240596.0,92046.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2023-12,2023-12-01,2023,Q4,138312.0,0.91,242482.0,93076.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-01,2024-01-01,2024,Q1,139475.0,0.908,241706.0,92069.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-02,2024-02-01,2024,Q1,144852.0,0.924,243366.0,92923.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-03,2024-03-01,2024,Q1,152487.0,0.948,245947.0,94484.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-04,2024-04-01,2024,Q2,157309.0,0.955,243965.0,92558.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-05,2024-05-01,2024,Q2,162635.0,0.97,245318.0,93177.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-06,2024-06-01,2024,Q2,164233.0,0.971,245271.0,92734.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-07,2024-07-01,2024,Q3,165433.0,0.978,249539.0,95573.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-08,2024-08-01,2024,Q3,159747.0,0.953,247747.0,93797.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-09,2024-09-01,2024,Q3,156849.0,0.95,252983.0,97382.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-10,2024-10-01,2024,Q4,150941.0,0.929,253597.0,97435.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-11,2024-11-01,2024,Q4,147450.0,0.919,255526.0,98500.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-009,Phoenix Industrial 09,Phoenix,Industrial,Value-Add,2024-12,2024-12-01,2024,Q4,143163.0,0.893,250987.0,94628.0,107671.0,Phoenix,Industrial,Value-Add,Phoenix Industrial 09
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-01,2022-01-01,2022,Q1,325902.0,0.907,564778.0,213862.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-02,2022-02-01,2022,Q1,342648.0,0.934,575685.0,221097.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-03,2022-03-01,2022,Q1,353960.0,0.94,570903.0,216362.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-04,2022-04-01,2022,Q2,368910.0,0.957,572131.0,216224.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-05,2022-05-01,2022,Q2,382945.0,0.975,577634.0,219323.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-06,2022-06-01,2022,Q2,393820.0,0.99,588142.0,226266.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-07,2022-07-01,2022,Q3,385635.0,0.972,581691.0,220255.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-08,2022-08-01,2022,Q3,383785.0,0.976,595200.0,229490.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-09,2022-09-01,2022,Q3,368657.0,0.951,594609.0,227933.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-10,2022-10-01,2022,Q4,354128.0,0.928,594973.0,227121.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-11,2022-11-01,2022,Q4,339819.0,0.901,588895.0,221445.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2022-12,2022-12-01,2022,Q4,345821.0,0.918,606278.0,233598.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-01,2023-01-01,2023,Q1,342786.0,0.9,594037.0,223203.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-02,2023-02-01,2023,Q1,364283.0,0.937,612034.0,235820.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-03,2023-03-01,2023,Q1,374099.0,0.938,603385.0,228131.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-04,2023-04-01,2023,Q2,388151.0,0.95,601971.0,226006.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-05,2023-05-01,2023,Q2,410001.0,0.986,618445.0,237442.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-06,2023-06-01,2023,Q2,406821.0,0.969,607558.0,228100.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-07,2023-07-01,2023,Q3,414601.0,0.988,625384.0,240572.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-08,2023-08-01,2023,Q3,394351.0,0.948,611587.0,229024.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-09,2023-09-01,2023,Q3,382409.0,0.933,616789.0,231878.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-10,2023-10-01,2023,Q4,376909.0,0.934,633247.0,243312.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-11,2023-11-01,2023,Q4,368144.0,0.923,637982.0,245851.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2023-12,2023-12-01,2023,Q4,355864.0,0.894,623885.0,234052.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-01,2024-01-01,2024,Q1,369390.0,0.918,640141.0,245308.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-02,2024-02-01,2024,Q1,376832.0,0.918,633119.0,238889.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-03,2024-03-01,2024,Q1,398546.0,0.946,642816.0,245173.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-04,2024-04-01,2024,Q2,413512.0,0.959,641303.0,242946.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-05,2024-05-01,2024,Q2,422952.0,0.963,637980.0,239380.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-06,2024-06-01,2024,Q2,432301.0,0.976,645611.0,244070.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-07,2024-07-01,2024,Q3,434363.0,0.981,655192.0,250275.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-08,2024-08-01,2024,Q3,422523.0,0.963,655277.0,249256.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-09,2024-09-01,2024,Q3,413173.0,0.956,666408.0,256685.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-10,2024-10-01,2024,Q4,394496.0,0.928,662796.0,252821.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-11,2024-11-01,2024,Q4,387097.0,0.921,670826.0,257877.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-010,Austin Industrial 10,Austin,Industrial,Value-Add,2024-12,2024-12-01,2024,Q4,379722.0,0.905,665711.0,252879.0,265038.0,Austin,Industrial,Value-Add,Austin Industrial 10
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-01,2022-01-01,2022,Q1,360773.0,0.852,625208.0,237871.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-02,2022-02-01,2022,Q1,374841.0,0.866,629773.0,240157.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-03,2022-03-01,2022,Q1,387913.0,0.874,625666.0,235861.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-04,2022-04-01,2022,Q2,410939.0,0.904,637312.0,243518.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-05,2022-05-01,2022,Q2,419561.0,0.906,632866.0,238955.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-06,2022-06-01,2022,Q2,425074.0,0.909,634818.0,239259.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-07,2022-07-01,2022,Q3,421155.0,0.9,635269.0,238436.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-08,2022-08-01,2022,Q3,422711.0,0.912,655569.0,252691.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-09,2022-09-01,2022,Q3,405784.0,0.888,654490.0,250649.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-10,2022-10-01,2022,Q4,390767.0,0.869,656531.0,251008.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-11,2022-11-01,2022,Q4,373812.0,0.84,647804.0,243215.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2022-12,2022-12-01,2022,Q4,372009.0,0.837,652190.0,245352.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-01,2023-01-01,2023,Q1,379652.0,0.845,657924.0,248507.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-02,2023-02-01,2023,Q1,390231.0,0.851,655630.0,245619.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-03,2023-03-01,2023,Q1,412071.0,0.876,664630.0,251229.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-04,2023-04-01,2023,Q2,427073.0,0.887,662334.0,248335.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-05,2023-05-01,2023,Q2,445195.0,0.908,671531.0,254098.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-06,2023-06-01,2023,Q2,452722.0,0.914,676108.0,256387.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-07,2023-07-01,2023,Q3,447770.0,0.905,675416.0,254688.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-08,2023-08-01,2023,Q3,439726.0,0.896,681957.0,258460.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-09,2023-09-01,2023,Q3,428191.0,0.886,690630.0,263871.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-10,2023-10-01,2023,Q4,406750.0,0.855,683383.0,257193.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-11,2023-11-01,2023,Q4,396067.0,0.842,686371.0,258279.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2023-12,2023-12-01,2023,Q4,398446.0,0.849,698537.0,266316.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-01,2024-01-01,2024,Q1,402147.0,0.847,696908.0,263892.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-02,2024-02-01,2024,Q1,420422.0,0.868,706354.0,269889.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-03,2024-03-01,2024,Q1,437452.0,0.881,705567.0,268097.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-04,2024-04-01,2024,Q2,458135.0,0.901,710507.0,270666.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-05,2024-05-01,2024,Q2,468140.0,0.904,706142.0,266178.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-06,2024-06-01,2024,Q2,480734.0,0.92,717941.0,273946.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-07,2024-07-01,2024,Q3,475494.0,0.91,717235.0,272219.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-08,2024-08-01,2024,Q3,467375.0,0.903,724838.0,276817.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-09,2024-09-01,2024,Q3,454471.0,0.892,733018.0,281880.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-10,2024-10-01,2024,Q4,432540.0,0.862,726714.0,275863.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-11,2024-11-01,2024,Q4,418900.0,0.845,725940.0,274100.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-011,Dallas Retail 11,Dallas-Fort Worth,Retail,Development,2024-12,2024-12-01,2024,Q4,419097.0,0.847,734742.0,279592.0,352914.0,Dallas-Fort Worth,Retail,Development,Dallas Retail 11
PROP-012,Houston Office 12,Houston,Office,Development,2022-01,2022-01-01,2022,Q1,231154.0,0.923,400583.0,150276.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-02,2022-02-01,2022,Q1,245964.0,0.961,413246.0,159131.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-03,2022-03-01,2022,Q1,257810.0,0.982,415823.0,160324.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-04,2022-04-01,2022,Q2,263965.0,0.981,409375.0,154625.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-05,2022-05-01,2022,Q2,278191.0,0.99,419622.0,161667.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-06,2022-06-01,2022,Q2,280086.0,0.99,418289.0,159857.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-07,2022-07-01,2022,Q3,276719.0,0.99,417402.0,158407.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-08,2022-08-01,2022,Q3,269190.0,0.981,417479.0,157700.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-09,2022-09-01,2022,Q3,265560.0,0.983,428323.0,165201.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-10,2022-10-01,2022,Q4,255058.0,0.959,428524.0,164565.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-11,2022-11-01,2022,Q4,242954.0,0.923,421031.0,158104.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2022-12,2022-12-01,2022,Q4,243312.0,0.926,426564.0,161517.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-01,2023-01-01,2023,Q1,247146.0,0.931,428296.0,162064.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-02,2023-02-01,2023,Q1,255638.0,0.943,429499.0,162210.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-03,2023-03-01,2023,Q1,270797.0,0.974,436770.0,166965.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-04,2023-04-01,2023,Q2,277230.0,0.973,429947.0,161037.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-05,2023-05-01,2023,Q2,293404.0,0.99,442571.0,169842.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-06,2023-06-01,2023,Q2,293877.0,0.99,438884.0,166255.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-07,2023-07-01,2023,Q3,288891.0,0.987,435762.0,163146.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-08,2023-08-01,2023,Q3,289634.0,0.99,449184.0,172559.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-09,2023-09-01,2023,Q3,279046.0,0.976,450074.0,172456.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-10,2023-10-01,2023,Q4,270665.0,0.962,454746.0,175259.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-11,2023-11-01,2023,Q4,263105.0,0.946,455953.0,175396.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2023-12,2023-12-01,2023,Q4,259966.0,0.936,455761.0,174463.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-01,2024-01-01,2024,Q1,264864.0,0.944,459000.0,176162.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-02,2024-02-01,2024,Q1,274988.0,0.96,462009.0,177686.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-03,2024-03-01,2024,Q1,286634.0,0.976,462313.0,177132.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-04,2024-04-01,2024,Q2,294558.0,0.979,456820.0,172186.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-05,2024-05-01,2024,Q2,309446.0,0.99,466768.0,178978.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-06,2024-06-01,2024,Q2,308478.0,0.99,460690.0,173586.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-07,2024-07-01,2024,Q3,306482.0,0.99,462298.0,174040.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-08,2024-08-01,2024,Q3,299934.0,0.98,465158.0,175438.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-09,2024-09-01,2024,Q3,294067.0,0.975,474302.0,181617.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-10,2024-10-01,2024,Q4,283622.0,0.956,476515.0,182529.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-11,2024-11-01,2024,Q4,275439.0,0.94,477327.0,182368.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-012,Houston Office 12,Houston,Office,Development,2024-12,2024-12-01,2024,Q4,268992.0,0.919,471584.0,177249.0,224868.0,Houston,Office,Development,Houston Office 12
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-01,2022-01-01,2022,Q1,264383.0,0.875,458167.0,171999.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-02,2022-02-01,2022,Q1,278478.0,0.902,467873.0,178472.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-03,2022-03-01,2022,Q1,286401.0,0.904,461937.0,173111.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-04,2022-04-01,2022,Q2,306154.0,0.943,474804.0,181988.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-05,2022-05-01,2022,Q2,309219.0,0.935,466425.0,174760.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-06,2022-06-01,2022,Q2,317015.0,0.95,473439.0,179177.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-07,2022-07-01,2022,Q3,313182.0,0.938,472403.0,177528.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-08,2022-08-01,2022,Q3,313310.0,0.947,485903.0,186912.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-09,2022-09-01,2022,Q3,297486.0,0.912,479815.0,181382.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-10,2022-10-01,2022,Q4,287727.0,0.896,483413.0,183231.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-11,2022-11-01,2022,Q4,278476.0,0.877,482589.0,181738.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
PROP-013,Denver Multifamily 13,Denver,Multifamily,Development,2022-12,2022-12-01,2022,Q4,281484.0,0.888,493485.0,189136.0,188476.0,Denver,Multifamily,Development,Denver Multifamily 13
